"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"is_in","the",0.164285714285714,"a",0.0928571428571429,"hawaii",0.0214285714285714
"like_it","but",0.0928571428571429,"i",0.0928571428571429,"all",0.0928571428571429
"out_there","are",0.12778837,"is",0.12111535,"was",0.06439466
"he_had","a",0.0928571428571429,"to",0.06120739,"no",0.0274119
"me_i","know",0.235714285714286,"was",0.03209317,"have",0.03133177
"see_the","blueprint",0.0214285714285714,"murdered",0.0214285714285714,"knoxville",0.0214285714285714
"let_me","know",0.307142857142857,"present",0.0214285714285714,"kiss",0.0214285714285714
"need_a","break",0.0214285714285714,"t-shirt",0.0214285714285714,"quarter",0.0214285714285714
"the_u.s","government",0.164285714285714,"open",0.0928571428571429,"to",0.07026432
"because_i","was",0.307142857142857,"have",0.03334684,"need",0.0214285714285714
"the_people","who",0.235714285714286,"in",0.0928571428571429,"are",0.02842466
"are_in","the",0.0928571428571429,"a",0.05348847,"portland",0.0214285714285714
"as_much","as",0.664285714285714,"about",0.0214285714285714,"energy",0.0214285714285714
"about_a","place",0.0214285714285714,"month",0.0214285714285714,"relationship",0.0214285714285714
"she_is","a",0.06556417,"the",0.05443982,"capable",0.0214285714285714
"and_they","are",0.164285714285714,"can",0.0928571428571429,"were",0.04219126
"just_a","bit",0.0928571428571429,"few",0.0214285714285714,"min",0.0214285714285714
"who_has","been",0.307142857142857,"covered",0.0928571428571429,"a",0.0928571428571429
"don't_know","what",0.164285714285714,"why",0.164285714285714,"how",0.0928571428571429
"to_her","and",0.02879088,"according",0.0214285714285714,"inventors",0.0214285714285714
"their_own","thoman",0.0214285714285714,"hilary",0.0214285714285714,"compensation",0.0214285714285714
"of_us","and",0.03046559,"we",0.02338057,"to",0.02338057
"with_you","can",0.02900666,"are",0.02900666,"have",0.02900666
"and_he","had",0.02747934,"sat",0.0214285714285714,"took",0.0214285714285714
"after_the","first",0.0928571428571429,"after",0.0214285714285714,"man",0.0214285714285714
"in_any","relationship",0.0928571428571429,"way",0.0928571428571429,"half-decent",0.0214285714285714
"because_it","is",0.307142857142857,"came",0.0214285714285714,"only",0.0214285714285714
"that_she","would",0.164285714285714,"was",0.164285714285714,"is",0.0928571428571429
"tell_you","that",0.164285714285714,"how",0.0928571428571429,"can",0.02317924
"what_they","call",0.0928571428571429,"are",0.0928571428571429,"need",0.0928571428571429
"me_and","my",0.307142857142857,"the",0.02937417,"abbys",0.0214285714285714
"and_her","and",0.02795958,"addiction",0.0214285714285714,"partner",0.0214285714285714
"and_in","the",0.0928571428571429,"his",0.0928571428571429,"a",0.05163446
"does_not","to",0.04563464,"a",0.03595945,"only",0.03112186
"with_it","is",0.07774262,"was",0.07378827,"which",0.0230769230769231
"not_the","powerball",0.0230769230769231,"copies",0.0230769230769231,"factory",0.0230769230769231
"well_as","a",0.1,"the",0.07881072,"well",0.03807357
"i_guess","i",0.176923076923077,"that",0.1,"i'm",0.0230769230769231
"working_on","the",0.17524655,"it",0.1,"currently",0.0230769230769231
"you_were","at",0.1,"fun",0.0230769230769231,"good",0.0230769230769231
"as_if","you",0.235377,"they",0.1,"i",0.05144707
"if_he","is",0.1,"doesn't",0.1,"said",0.06152804
"and_we","all",0.176923076923077,"will",0.1,"are",0.06387776
"number_of","the",0.15676208,"a",0.02574131,"wheels",0.0230769230769231
"st_louis","police",0.1,"#oomf",0.0230769230769231,"will",0.0230769230769231
"that_it","is",0.253846153846154,"was",0.176923076923077,"would",0.0230769230769231
"i_really","need",0.1,"don't",0.1,"dont",0.1
"to_put","the",0.06774194,"a",0.02668622,"together",0.02668622
"and_that","is",0.03334084,"i",0.0230769230769231,"a",0.0230769230769231
"such_as","a",0.10361454,"the",0.1,"well",0.03581555
"and_to","the",0.06361652,"which",0.0230769230769231,"god",0.0230769230769231
"of_it","is",0.0794481,"was",0.07540699,"people",0.0230769230769231
"when_it","comes",0.176923076923077,"does",0.1,"came",0.1
"went_to","be",0.04736636,"use",0.0230769230769231,"were",0.0230769230769231
"what_the","meeting",0.0230769230769231,"main",0.0230769230769231,"darkest",0.0230769230769231
"i_get","my",0.1,"it",0.1,"a",0.06882568
"in_an","unusually",0.1,"ambulance",0.0230769230769231,"hour",0.0230769230769231
"it_in","the",0.176923076923077,"a",0.04974612,"kelly's",0.0230769230769231
"his_own","book",0.0230769230769231,"use",0.0230769230769231,"executioner",0.0230769230769231
"said_it","was",0.253846153846154,"would",0.176923076923077,"is",0.05309004
