"word","count","leftover_prob","estimate","beta"
"her:grinnin",1,0.7,0.00000984,0.99991278
"him:theres",1,0.7,0.00000984,0.99993247
"lookin",1,0.7,0.00000984,0.98923533
"uu",1,0.7,0.00000984,0.99759031
"dogtv",1,0.7,0.00000984,0.98923533
"yappy",1,0.7,0.00000984,0.99977501
"5-7pm",1,0.7,0.00000984,0.99978485
"furry",1,0.7,0.00000984,0.99947978
"demonize",1,0.7,0.00000984,0.99966676
"ypsilanti",1,0.7,0.00000984,0.99475611
"persistently",1,0.7,0.00000984,0.99997183
"low-achieving",1,0.7,0.00000984,0.99981437
"bruins",1,0.7,0.00000984,0.97606811
"condemned",1,0.7,0.00000984,0.95219392
"pall",1,0.7,0.00000984,0.99873187
"thrilling",1,0.7,0.00000984,0.99995215
"denounce",1,0.7,0.00000984,0.95219392
"outburst",1,0.7,0.00000984,0.99370313
"difficulties",1,0.7,0.00000984,0.99996199
"overcoming",1,0.7,0.00000984,0.95219392
"unwelcome",1,0.7,0.00000984,0.99142987
"teared",1,0.7,0.00000984,0.99701954
"recounted",1,0.7,0.00000984,0.95219392
"diagnosis",1,0.7,0.00000984,0.98045719
"laboring",1,0.7,0.00000984,0.97216125
"kicking",1,0.7,0.00000984,0.99983406
"ignoring",1,0.7,0.00000984,0.95219392
"lyrical",1,0.7,0.00000984,0.99993247
"ethnicity",1,0.7,0.00000984,0.99708842
"botanical",1,0.7,0.00000984,0.99995215
"pell",1,0.7,0.00000984,0.99964708
"ajc",1,0.7,0.00000984,0.98436405
"nonpartisan",1,0.7,0.00000984,0.99997183
"investigative",1,0.7,0.00000984,0.99959787
"lamers",1,0.7,0.00000984,0.99370313
"unfamiliar",1,0.7,0.00000984,0.99274856
"hospice",1,0.7,0.00000984,0.99508087
"psychiatry",1,0.7,0.00000984,0.99979469
"one-third",1,0.7,0.00000984,0.98045719
"grief",1,0.7,0.00000984,0.99552371
"homeroom",1,0.7,0.00000984,0.97216125
"newspapers",1,0.7,0.00000984,0.99617321
"afc",1,0.7,0.00000984,0.99992262
"nfc",1,0.7,0.00000984,0.99992262
"gaints",1,0.7,0.00000984,0.98878265
"luxury-lovers",1,0.7,0.00000984,0.9974427
"browse",1,0.7,0.00000984,0.99995215
"anticipates",1,0.7,0.00000984,0.99991278
"permian",1,0.7,0.00000984,0.99997183
"basin",1,0.7,0.00000984,0.99991278
"joint",1,0.7,0.00000984,0.99995215
"assets",1,0.7,0.00000984,0.99610433
"forgettable",1,0.7,0.00000984,0.99970612
"disposable",1,0.7,0.00000984,0.99996199
"impulse",1,0.7,0.00000984,0.99993247
"activates",1,0.7,0.00000984,0.95219392
"dormant",1,0.7,0.00000984,0.99993247
"alexander",1,0.7,0.00000984,0.99675383
"unauthorized",1,0.7,0.00000984,0.99983406
"embezzling",1,0.7,0.00000984,0.99992262
"sequence",1,0.7,0.00000984,0.99975533
"dotted",1,0.7,0.00000984,0.9997258
"prepping",1,0.7,0.00000984,0.98923533
"symbolize",1,0.7,0.00000984,0.99839727
"parameters",1,0.7,0.00000984,0.98903851
"streetcar",1,0.7,0.00000984,0.99893853
"bids",1,0.7,0.00000984,0.97216125
"200-bed",1,0.7,0.00000984,0.99986358
"slated",1,0.7,0.00000984,0.97216125
"papago",1,0.7,0.00000984,0.99966676
"dmv",1,0.7,0.00000984,0.99988326
"secular",1,0.7,0.00000984,0.99968644
"haterade",1,0.7,0.00000984,0.99720652
"stare",1,0.7,0.00000984,0.99996199
"asphalt",1,0.7,0.00000984,0.99997183
"pocked",1,0.7,0.00000984,0.99274856
"eruptions",1,0.7,0.00000984,0.98045719
"bulldozed",1,0.7,0.00000984,0.98436405
"departmentalized",1,0.7,0.00000984,0.99997183
"conglomerates",1,0.7,0.00000984,0.99720652
"fringe",1,0.7,0.00000984,0.97606811
"10-year-old",1,0.7,0.00000984,0.99979469
"channels",1,0.7,0.00000984,0.99997183
"lovee",1,0.7,0.00000984,0.99997183
"bourbon",1,0.7,0.00000984,0.99969628
"tv-watching",1,0.7,0.00000984,0.99974549
"set-top",1,0.7,0.00000984,0.99997183
"boxesapple",1,0.7,0.00000984,0.99979469
"boxee",1,0.7,0.00000984,0.99997183
"joost",1,0.7,0.00000984,0.99997183
"rokuoffering",1,0.7,0.00000984,0.9763043
"tvs",1,0.7,0.00000984,0.99849568
"e-mail",1,0.7,0.00000984,0.99994231
"home-shopping",1,0.7,0.00000984,0.99996199
"fared",1,0.7,0.00000984,0.99800364
"lindsay-davies",1,0.7,0.00000984,0.99994231
"karaoke",1,0.7,0.00000984,0.99610433
"shoping",1,0.7,0.00000984,0.99370313
"psychotherapy",1,0.7,0.00000984,0.98452151
"intellect",1,0.7,0.00000984,0.99888932
"apprehend",1,0.7,0.00000984,0.99970612
"boot",1,0.7,0.00000984,0.99995215
"www.groupon.com",1,0.7,0.00000984,0.99995215
"bristol",1,0.7,0.00000984,0.97216125
"frome",1,0.7,0.00000984,0.97216125
"#t-shirt",1,0.7,0.00000984,0.99992262
"decaf",1,0.7,0.00000984,0.99958803
"adamant",1,0.7,0.00000984,0.99503166
"fitting",1,0.7,0.00000984,0.99680304
"therefor",1,0.7,0.00000984,0.99960771
"pickled",1,0.7,0.00000984,0.99996199
"tang",1,0.7,0.00000984,0.97216125
"freshwater",1,0.7,0.00000984,0.99991278
"meats",1,0.7,0.00000984,0.99996199
"richness",1,0.7,0.00000984,0.97216125
"fermented",1,0.7,0.00000984,0.9997258
"mystic",1,0.7,0.00000984,0.99995215
"contrary",1,0.7,0.00000984,0.97216125
"fiendishly",1,0.7,0.00000984,0.99976517
"ramos",1,0.7,0.00000984,0.99720652
"acl",1,0.7,0.00000984,0.99997183
"render",1,0.7,0.00000984,0.97216125
"caesar",1,0.7,0.00000984,0.95219392
"caesar's",1,0.7,0.00000984,0.97606811
"hooks",1,0.7,0.00000984,0.99995215
"5mm",1,0.7,0.00000984,0.97606811
"mm",1,0.7,0.00000984,0.97606811
"saver",1,0.7,0.00000984,0.99997183
"loops",1,0.7,0.00000984,0.97606811
"threads",1,0.7,0.00000984,0.99996199
"vanna's",1,0.7,0.00000984,0.99988326
"stitches",1,0.7,0.00000984,0.99942073
"slip",1,0.7,0.00000984,0.99997183
"stitch",1,0.7,0.00000984,0.97606811
"rodney",1,0.7,0.00000984,0.99997183
"weinzierl",1,0.7,0.00000984,0.99990294
"growers",1,0.7,0.00000984,0.99986358
"shaffer",1,0.7,0.00000984,0.9974427
"traditionally",1,0.7,0.00000984,0.99981437
"planting",1,0.7,0.00000984,0.99987342
"rapping",1,0.7,0.00000984,0.97216125
"obsessed",1,0.7,0.00000984,0.99274856
"onenote",1,0.7,0.00000984,0.99996199
"belive",1,0.7,0.00000984,0.95219392
"boyz",1,0.7,0.00000984,0.99475611
"chippendales",1,0.7,0.00000984,0.99977501
"trick-or-treating",1,0.7,0.00000984,0.99986358
"delbius",1,0.7,0.00000984,0.99961755
"sneaking",1,0.7,0.00000984,0.99849568
"reserved",1,0.7,0.00000984,0.98923533
"scroll",1,0.7,0.00000984,0.99917471
"scrolling",1,0.7,0.00000984,0.99954867
"toon-ite",1,0.7,0.00000984,0.99406725
"burt's",1,0.7,0.00000984,0.99996199
"lounge",1,0.7,0.00000984,0.99992262
"myspace.com",1,0.7,0.00000984,0.99997183
"brokenagua",1,0.7,0.00000984,0.99995215
"habit",1,0.7,0.00000984,0.99997183
"aristotle",1,0.7,0.00000984,0.99985374
"bahaha",1,0.7,0.00000984,0.98452151
"android",1,0.7,0.00000984,0.99996199
"makers",1,0.7,0.00000984,0.99952899
"desperate",1,0.7,0.00000984,0.98923533
"chou",1,0.7,0.00000984,0.99994231
"harness",1,0.7,0.00000984,0.99986358
"iovine",1,0.7,0.00000984,0.99934201
"mortal",1,0.7,0.00000984,0.99994231
"lingered",1,0.7,0.00000984,0.99956835
"trostle",1,0.7,0.00000984,0.99992262
"gettysburg",1,0.7,0.00000984,0.99503166
"lays",1,0.7,0.00000984,0.98436405
"resting",1,0.7,0.00000984,0.98436405
"yamazaki",1,0.7,0.00000984,0.99488405
"distilleries",1,0.7,0.00000984,0.99508087
"stills",1,0.7,0.00000984,0.97606811
"fermenting",1,0.7,0.00000984,0.99996199
"barrels",1,0.7,0.00000984,0.99893853
"oak",1,0.7,0.00000984,0.99969628
"blended",1,0.7,0.00000984,0.99964708
"nectar",1,0.7,0.00000984,0.99652749
"abode",1,0.7,0.00000984,0.99985374
"rammed-earth",1,0.7,0.00000984,0.99996199
"curate",1,0.7,0.00000984,0.99513991
"curator",1,0.7,0.00000984,0.99406725
"nypl",1,0.7,0.00000984,0.99996199
"chicks",1,0.7,0.00000984,0.99685224
"#barons",1,0.7,0.00000984,0.99991278
"sierra",1,0.7,0.00000984,0.99406725
"stranger's",1,0.7,0.00000984,0.99992262
"daughter's",1,0.7,0.00000984,0.98452151
"doh",1,0.7,0.00000984,0.99509071
"o'hare",1,0.7,0.00000984,0.99960771
"browsing",1,0.7,0.00000984,0.95219392
"tappon",1,0.7,0.00000984,0.99994231
"fraschetti",1,0.7,0.00000984,0.99675383
"museum-goers",1,0.7,0.00000984,0.97606811
"millage",1,0.7,0.00000984,0.99822998
"snyopsis",1,0.7,0.00000984,0.98045719
"evolved",1,0.7,0.00000984,0.99873187
"religiously",1,0.7,0.00000984,0.99991278
"scare",1,0.7,0.00000984,0.99969628
"bethesda",1,0.7,0.00000984,0.99944042
"ibs",1,0.7,0.00000984,0.97216125
"vab",1,0.7,0.00000984,0.99997183
"#foreveryoung",1,0.7,0.00000984,0.99987342
"#forced",1,0.7,0.00000984,0.97216125
"prefect",1,0.7,0.00000984,0.95219392
"iannucci",1,0.7,0.00000984,0.99934201
"ridiculing",1,0.7,0.00000984,0.99680304
"idiots",1,0.7,0.00000984,0.99816109
"portraying",1,0.7,0.00000984,0.99923376
"fools",1,0.7,0.00000984,0.99981437
"irene",1,0.7,0.00000984,0.99992262
"landfall",1,0.7,0.00000984,0.98436405
"stoglin",1,0.7,0.00000984,0.99891885
"terps",1,0.7,0.00000984,0.98923533
"#nervousmom",1,0.7,0.00000984,0.99881059
"ellison",1,0.7,0.00000984,0.99996199
"all-america",1,0.7,0.00000984,0.99991278
"darius",1,0.7,0.00000984,0.99720652
"8th",1,0.7,0.00000984,0.99990294
"cha",1,0.7,0.00000984,0.99916487
"kimberley",1,0.7,0.00000984,0.99994231
"lacordaire",1,0.7,0.00000984,0.99994231
"twelve",1,0.7,0.00000984,0.99894837
"agence",1,0.7,0.00000984,0.99992262
"@karenvtavares",1,0.7,0.00000984,0.9998931
"hun",1,0.7,0.00000984,0.9996766
"mrs.alamia",1,0.7,0.00000984,0.99963724
"blast's",1,0.7,0.00000984,0.99996199
"submitted",1,0.7,0.00000984,0.97216125
"utilities",1,0.7,0.00000984,0.99988326
"marred",1,0.7,0.00000984,0.99712779
"omissions",1,0.7,0.00000984,0.97606811
"erroneous",1,0.7,0.00000984,0.99995215
"pandor",1,0.7,0.00000984,0.98923533
"spyridon",1,0.7,0.00000984,0.99997183
"gizas",1,0.7,0.00000984,0.99988326
"proliferation",1,0.7,0.00000984,0.98045719
"flooded",1,0.7,0.00000984,0.95219392
"flynn",1,0.7,0.00000984,0.99757063
"witj",1,0.7,0.00000984,0.9998931
"3-yr",1,0.7,0.00000984,0.99986358
"26m",1,0.7,0.00000984,0.99973565
"10m",1,0.7,0.00000984,0.99994231
"15-member",1,0.7,0.00000984,0.99992262
"drafting",1,0.7,0.00000984,0.99990294
"appointed",1,0.7,0.00000984,0.99712779
"password",1,0.7,0.00000984,0.99920423
"e@l",1,0.7,0.00000984,0.9763043
"woolongong",1,0.7,0.00000984,0.99997183
"lad",1,0.7,0.00000984,0.99699002
"dohrmann",1,0.7,0.00000984,0.99997183
"likened",1,0.7,0.00000984,0.99985374
"zeal",1,0.7,0.00000984,0.98436405
"roberto",1,0.7,0.00000984,0.99993247
"#justbeabetterdadthanthatguy",1,0.7,0.00000984,0.99988326
"liquor",1,0.7,0.00000984,0.99976517
"fuckin",1,0.7,0.00000984,0.99996199
"consume",1,0.7,0.00000984,0.99849568
"one-fourth",1,0.7,0.00000984,0.99513991
"narrowing",1,0.7,0.00000984,0.99712779
"carbon",1,0.7,0.00000984,0.99997183
"dioxide",1,0.7,0.00000984,0.99996199
"europe's",1,0.7,0.00000984,0.99142987
"bluntly",1,0.7,0.00000984,0.98903851
"country's",1,0.7,0.00000984,0.99996199
"nobody's",1,0.7,0.00000984,0.99949946
"ruth",1,0.7,0.00000984,0.9974427
"post-its",1,0.7,0.00000984,0.9996274
"markers",1,0.7,0.00000984,0.9996274
"caf",1,0.7,0.00000984,0.99142987
"gamestorming",1,0.7,0.00000984,0.99994231
"rm",1,0.7,0.00000984,0.99800364
"kush",1,0.7,0.00000984,0.99991278
"kc",1,0.7,0.00000984,0.99985374
"tewksbury",1,0.7,0.00000984,0.99996199
"welfare",1,0.7,0.00000984,0.99991278
"marijuana",1,0.7,0.00000984,0.99994231
"drug-related",1,0.7,0.00000984,0.99994231
"legislation",1,0.7,0.00000984,0.98903851
"guarantees",1,0.7,0.00000984,0.98923533
"stylist",1,0.7,0.00000984,0.99997183
"gwen",1,0.7,0.00000984,0.99997183
"marder",1,0.7,0.00000984,0.9974427
"on-air",1,0.7,0.00000984,0.99992262
"favors",1,0.7,0.00000984,0.99996199
"kelly's",1,0.7,0.00000984,0.9998931
"closets",1,0.7,0.00000984,0.9998931
"neutrals",1,0.7,0.00000984,0.98436405
"hash",1,0.7,0.00000984,0.99995215
"bioterrorists",1,0.7,0.00000984,0.9763043
"wide-ranging",1,0.7,0.00000984,0.99996199
"#weliveinaworldwhere",1,0.7,0.00000984,0.99988326
"peds",1,0.7,0.00000984,0.99708842
"spider-man",1,0.7,0.00000984,0.99978485
"reeve",1,0.7,0.00000984,0.99996199
"bono",1,0.7,0.00000984,0.95219392
"missouri's",1,0.7,0.00000984,0.99993247
"ayn",1,0.7,0.00000984,0.99997183
"rand",1,0.7,0.00000984,0.99982421
"communal",1,0.7,0.00000984,0.99997183
"hovel",1,0.7,0.00000984,0.99952899
"unabashedly",1,0.7,0.00000984,0.99822998
"actress",1,0.7,0.00000984,0.99995215
"bonet",1,0.7,0.00000984,0.99552371
"love-letter",1,0.7,0.00000984,0.99990294
"up-to-date",1,0.7,0.00000984,0.99994231
"policing",1,0.7,0.00000984,0.99617321
"chief's",1,0.7,0.00000984,0.9996274
"huxley",1,0.7,0.00000984,0.98045719
"strategic",1,0.7,0.00000984,0.99997183
"staffing",1,0.7,0.00000984,0.99994231
"beth",1,0.7,0.00000984,0.99997183
"kuderik",1,0.7,0.00000984,0.98045719
"uaw",1,0.7,0.00000984,0.99997183
"retiree",1,0.7,0.00000984,0.99987342
"smiles",1,0.7,0.00000984,0.99991278
"cremini",1,0.7,0.00000984,0.99995215
"jt",1,0.7,0.00000984,0.99987342
"hubz",1,0.7,0.00000984,0.99675383
"tasted",1,0.7,0.00000984,0.99997183
"earthy",1,0.7,0.00000984,0.98452151
"devoured",1,0.7,0.00000984,0.99985374
"full-time",1,0.7,0.00000984,0.9994601
"u're",1,0.7,0.00000984,0.99550403
"clarinets",1,0.7,0.00000984,0.95219392
"companiesconsistent",1,0.7,0.00000984,0.99997183
"deep-pocketed",1,0.7,0.00000984,0.97606811
"cindy",1,0.7,0.00000984,0.99997183
"sherman",1,0.7,0.00000984,0.98878265
"postmodern",1,0.7,0.00000984,0.9998931
"self-portraits",1,0.7,0.00000984,0.99997183
"capture",1,0.7,0.00000984,0.99785602
"viewer",1,0.7,0.00000984,0.97216125
"numb",1,0.7,0.00000984,0.97216125
"watson-like",1,0.7,0.00000984,0.99983406
"george's",1,0.7,0.00000984,0.99960771
"birdies",1,0.7,0.00000984,0.9996274
"par-saving",1,0.7,0.00000984,0.99997183
"tap-in",1,0.7,0.00000984,0.99406725
"18th",1,0.7,0.00000984,0.99961755
"bjorn",1,0.7,0.00000984,0.99513991
"taxpayer",1,0.7,0.00000984,0.99997183
"emissary",1,0.7,0.00000984,0.99274856
"adopting",1,0.7,0.00000984,0.9763043
"ecstatic",1,0.7,0.00000984,0.98903851
"gov",1,0.7,0.00000984,0.99997183
"rendell",1,0.7,0.00000984,0.97606811
"legislature",1,0.7,0.00000984,0.99997183
"appropriated",1,0.7,0.00000984,0.99954867
"thrifty",1,0.7,0.00000984,0.97606811
"follow-through",1,0.7,0.00000984,0.99663574
"achievable",1,0.7,0.00000984,0.9998931
"osteens",1,0.7,0.00000984,0.99974549
"t2",1,0.7,0.00000984,0.99889916
"frontrunners",1,0.7,0.00000984,0.9974427
"#advocare",1,0.7,0.00000984,0.99988326
"retract",1,0.7,0.00000984,0.99978485
"midnight",1,0.7,0.00000984,0.99991278
"axminister",1,0.7,0.00000984,0.99983406
"flailing",1,0.7,0.00000984,0.99959787
"fashionjobslist",1,0.7,0.00000984,0.99995215
"soni",1,0.7,0.00000984,0.98452151
"ain",1,0.7,0.00000984,0.99800364
"dwarf",1,0.7,0.00000984,0.99775761
"slay",1,0.7,0.00000984,0.95219392
"bulette",1,0.7,0.00000984,0.99996199
"animated",1,0.7,0.00000984,0.99997183
"land-sharks",1,0.7,0.00000984,0.99997183
"jaws",1,0.7,0.00000984,0.99979469
"vangs",1,0.7,0.00000984,0.99974549
"cadavers",1,0.7,0.00000984,0.99993247
"resilient",1,0.7,0.00000984,0.99508087
"swiftly",1,0.7,0.00000984,0.99997183
"dispatchedand",1,0.7,0.00000984,0.9998439
"faltered",1,0.7,0.00000984,0.95219392
"spawn",1,0.7,0.00000984,0.99997183
"withdrew",1,0.7,0.00000984,0.99610433
"fog",1,0.7,0.00000984,0.99954867
"mocking",1,0.7,0.00000984,0.99997183
"shouts",1,0.7,0.00000984,0.97216125
"adventurers",1,0.7,0.00000984,0.97606811
"dwarves",1,0.7,0.00000984,0.99985374
"anselmes",1,0.7,0.00000984,0.99997183
"tornado",1,0.7,0.00000984,0.99974549
"dwindle",1,0.7,0.00000984,0.9996766
"afield",1,0.7,0.00000984,0.95219392
"hilltop",1,0.7,0.00000984,0.97216125
"breaths",1,0.7,0.00000984,0.97606811
"morethe",1,0.7,0.00000984,0.99968644
"#cody",1,0.7,0.00000984,0.99976517
"how's",1,0.7,0.00000984,0.99657669
"badass",1,0.7,0.00000984,0.99997183
"glasswear",1,0.7,0.00000984,0.99893853
"fanatics",1,0.7,0.00000984,0.99916487
"surrey",1,0.7,0.00000984,0.99979469
"prized",1,0.7,0.00000984,0.98045719
"bedroom",1,0.7,0.00000984,0.99995215
"decorates",1,0.7,0.00000984,0.98436405
"decorating",1,0.7,0.00000984,0.99997183
"evolves",1,0.7,0.00000984,0.97606811
"thrift",1,0.7,0.00000984,0.99997183
"stockpiling",1,0.7,0.00000984,0.99997183
"ensures",1,0.7,0.00000984,0.98979627
"regrown",1,0.7,0.00000984,0.95219392
"unstressed",1,0.7,0.00000984,0.99997183
"hairy",1,0.7,0.00000984,0.99997183
"counterparts",1,0.7,0.00000984,0.99552371
"farvel",1,0.7,0.00000984,0.99996199
"lykke",1,0.7,0.00000984,0.97216125
"bookended",1,0.7,0.00000984,0.99712779
"ovations",1,0.7,0.00000984,0.99992262
"baltimore's",1,0.7,0.00000984,0.99996199
"reversing",1,0.7,0.00000984,0.95219392
"discriminate",1,0.7,0.00000984,0.99966676
"into1",1,0.7,0.00000984,0.99995215
"oracle",1,0.7,0.00000984,0.97606811
"sas",1,0.7,0.00000984,0.99990294
"#linkeddata",1,0.7,0.00000984,0.99994231
"posing",1,0.7,0.00000984,0.99997183
"pouch",1,0.7,0.00000984,0.97606811
"mens",1,0.7,0.00000984,0.99997183
"g-string",1,0.7,0.00000984,0.99997183
"#weather",1,0.7,0.00000984,0.99973565
"60f",1,0.7,0.00000984,0.99990294
"mos",1,0.7,0.00000984,0.99971596
"armed",1,0.7,0.00000984,0.99973565
"tadpole",1,0.7,0.00000984,0.99995215
"frogdom",1,0.7,0.00000984,0.9990763
"hillscape",1,0.7,0.00000984,0.98045719
"sheets",1,0.7,0.00000984,0.97606811
"abracadabra",1,0.7,0.00000984,0.99993247
"upside",1,0.7,0.00000984,0.99893853
"revert",1,0.7,0.00000984,0.99797411
"already-published",1,0.7,0.00000984,0.99961755
"re-sell",1,0.7,0.00000984,0.97606811
"self-publishing",1,0.7,0.00000984,0.99992262
"hilary",1,0.7,0.00000984,0.99997183
"rosen",1,0.7,0.00000984,0.99965692
"pests",1,0.7,0.00000984,0.99966676
"get-um-good-ums",1,0.7,0.00000984,0.98878265
"bricks",1,0.7,0.00000984,0.99816109
"girl-affirmative",1,0.7,0.00000984,0.95219392
"bra-shopping",1,0.7,0.00000984,0.99974549
"girly",1,0.7,0.00000984,0.99994231
"inclusive",1,0.7,0.00000984,0.97606811
"self-realisation",1,0.7,0.00000984,0.97606811
"grips",1,0.7,0.00000984,0.99274856
"ailing",1,0.7,0.00000984,0.99997183
"megachurch",1,0.7,0.00000984,0.99732461
"greenlaw",1,0.7,0.00000984,0.99994231
"chapman",1,0.7,0.00000984,0.99983406
"norco-based",1,0.7,0.00000984,0.99509071
"woe",1,0.7,0.00000984,0.97216125
"unwilling",1,0.7,0.00000984,0.97216125
"metamorphosis",1,0.7,0.00000984,0.99839727
"cope",1,0.7,0.00000984,0.99274856
"demands",1,0.7,0.00000984,0.98923533
"proportionality",1,0.7,0.00000984,0.99979469
"have-nots",1,0.7,0.00000984,0.97216125
"haves",1,0.7,0.00000984,0.99988326
"accoun",1,0.7,0.00000984,0.95219392
"gathering",1,0.7,0.00000984,0.99983406
"cantera-stone",1,0.7,0.00000984,0.99997183
"fireplace",1,0.7,0.00000984,0.99996199
"reclining",1,0.7,0.00000984,0.99996199
"big-screen",1,0.7,0.00000984,0.99990294
"built-in",1,0.7,0.00000984,0.99997183
"alder",1,0.7,0.00000984,0.99992262
"sheeran",1,0.7,0.00000984,0.99822998
"24-70mm",1,0.7,0.00000984,0.99997183
"f2.8l",1,0.7,0.00000984,0.99835791
"stormin",1,0.7,0.00000984,0.95219392
"niagara",1,0.7,0.00000984,0.99996199
"slipping",1,0.7,0.00000984,0.99142987
"#glad",1,0.7,0.00000984,0.97216125
"#popular",1,0.7,0.00000984,0.99142987
"#twitter",1,0.7,0.00000984,0.99982421
"#good",1,0.7,0.00000984,0.99996199
"#happy",1,0.7,0.00000984,0.97216125
"#publishing",1,0.7,0.00000984,0.99699002
"second-degree",1,0.7,0.00000984,0.99987342
"17-year-old",1,0.7,0.00000984,0.9998931
"unarmed",1,0.7,0.00000984,0.99370313
"hispanic",1,0.7,0.00000984,0.9998439
"martin's",1,0.7,0.00000984,0.99949946
"profiling",1,0.7,0.00000984,0.99997183
"seconding",1,0.7,0.00000984,0.98903851
"#mnleg",1,0.7,0.00000984,0.99508087
"johnnie",1,0.7,0.00000984,0.99993247
"objective",1,0.7,0.00000984,0.99963724
"hard-to-define",1,0.7,0.00000984,0.99996199
"retailers",1,0.7,0.00000984,0.99976517
"#zipsters",1,0.7,0.00000984,0.9996274
"zipcar",1,0.7,0.00000984,0.98923533
"chronister",1,0.7,0.00000984,0.99889916
"capitol",1,0.7,0.00000984,0.99993247
"separation",1,0.7,0.00000984,0.99964708
"implementing",1,0.7,0.00000984,0.99986358
"banquet",1,0.7,0.00000984,0.98436405
"owls",1,0.7,0.00000984,0.97606811
"kronum",1,0.7,0.00000984,0.9997258
"hah",1,0.7,0.00000984,0.99993247
"avenida",1,0.7,0.00000984,0.99997183
"revolucion",1,0.7,0.00000984,0.99923376
"baja",1,0.7,0.00000984,0.99988326
"tourist",1,0.7,0.00000984,0.99990294
"forlorn",1,0.7,0.00000984,0.99513991
"winter's",1,0.7,0.00000984,0.9980922
"once-thriving",1,0.7,0.00000984,0.9997258
"ialways",1,0.7,0.00000984,0.99895821
"iwas",1,0.7,0.00000984,0.99874171
"astros",1,0.7,0.00000984,0.99992262
"regulations",1,0.7,0.00000984,0.99996199
"bbcs",1,0.7,0.00000984,0.99994231
"whereas",1,0.7,0.00000984,0.95219392
"wirl",1,0.7,0.00000984,0.99835791
"ani",1,0.7,0.00000984,0.99997183
"louise",1,0.7,0.00000984,0.99994231
"charlottesville's",1,0.7,0.00000984,0.99997183
"250th",1,0.7,0.00000984,0.99994231
"snooze",1,0.7,0.00000984,0.9763043
"fuk",1,0.7,0.00000984,0.99077052
"organizers",1,0.7,0.00000984,0.99995215
"unregistered",1,0.7,0.00000984,0.99992262
"gentleman",1,0.7,0.00000984,0.99610433
"louisiana",1,0.7,0.00000984,0.97606811
"rogers",1,0.7,0.00000984,0.99985374
"untimely",1,0.7,0.00000984,0.99980453
"pneumonia",1,0.7,0.00000984,0.98436405
"yeeaaaaaaa",1,0.7,0.00000984,0.9990271
"forreal",1,0.7,0.00000984,0.99757063
"binding",1,0.7,0.00000984,0.99997183
"rings",1,0.7,0.00000984,0.98452151
"scuffed",1,0.7,0.00000984,0.95219392
"thicker",1,0.7,0.00000984,0.99994231
"dubious",1,0.7,0.00000984,0.99992262
"pricilla",1,0.7,0.00000984,0.99997183
"yvonne",1,0.7,0.00000984,0.99997183
"supit",1,0.7,0.00000984,0.99993247
"newlywed",1,0.7,0.00000984,0.99987342
"sapto",1,0.7,0.00000984,0.99997183
"djojokartikos",1,0.7,0.00000984,0.99997183
"embroidery",1,0.7,0.00000984,0.99997183
"kebaya",1,0.7,0.00000984,0.98923533
"akad",1,0.7,0.00000984,0.99997183
"nikah",1,0.7,0.00000984,0.99994231
"jacky",1,0.7,0.00000984,0.99997183
"suharto",1,0.7,0.00000984,0.95219392
"amec",1,0.7,0.00000984,0.99990294
"eagleton",1,0.7,0.00000984,0.99996199
"gsa",1,0.7,0.00000984,0.99995215
"hazardous",1,0.7,0.00000984,0.99997183
"mat",1,0.7,0.00000984,0.99997183
"spill-leak",1,0.7,0.00000984,0.99977501
"hounds",1,0.7,0.00000984,0.99977501
"digs",1,0.7,0.00000984,0.99849568
"breakers",1,0.7,0.00000984,0.99986358
"jfriedmann@startribune",1,0.7,0.00000984,0.99993247
"ritually",1,0.7,0.00000984,0.99991278
"homicides",1,0.7,0.00000984,0.97606811
"seedbed",1,0.7,0.00000984,0.99997183
"19after",1,0.7,0.00000984,0.95219392
"20then",1,0.7,0.00000984,0.95219392
"preached",1,0.7,0.00000984,0.99990294
"waah",1,0.7,0.00000984,0.98452151
"kindred",1,0.7,0.00000984,0.99996199
"tracktown",1,0.7,0.00000984,0.99970612
"turnout",1,0.7,0.00000984,0.99997183
"swamped",1,0.7,0.00000984,0.95219392
"establishment",1,0.7,0.00000984,0.98436405
"passionate",1,0.7,0.00000984,0.99652749
"bahrain",1,0.7,0.00000984,0.99503166
"rashid",1,0.7,0.00000984,0.99757063
"squarely",1,0.7,0.00000984,0.99966676
"sin",1,0.7,0.00000984,0.99966676
"islam",1,0.7,0.00000984,0.99963724
"dam",1,0.7,0.00000984,0.99997183
"foo",1,0.7,0.00000984,0.99552371
"else's",1,0.7,0.00000984,0.99970612
"sheaf",1,0.7,0.00000984,0.99987342
"perimeter",1,0.7,0.00000984,0.99939121
"percentages",1,0.7,0.00000984,0.9998931
"basics",1,0.7,0.00000984,0.99799379
"#glee",1,0.7,0.00000984,0.99835791
"sneaky",1,0.7,0.00000984,0.99905662
"debut",1,0.7,0.00000984,0.99996199
"billboard",1,0.7,0.00000984,0.99915503
"reigned",1,0.7,0.00000984,0.99873187
"charts",1,0.7,0.00000984,0.98436405
"switzerland",1,0.7,0.00000984,0.98436405
"reinfeldt",1,0.7,0.00000984,0.99610433
"brink",1,0.7,0.00000984,0.98045719
"kplu",1,0.7,0.00000984,0.99959787
"trumpeter",1,0.7,0.00000984,0.99997183
"swans",1,0.7,0.00000984,0.99996199
"territories",1,0.7,0.00000984,0.99946994
